Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT	MT	MT	MT	MT
3949	a	sp|Q8BJZ4|RT35_MOUSE	Q8BJZ4	RT35_MOUSE	Mrps35	320	6.20	Mus musculus (Mouse) OX=10090	28S ribosomal protein S35, mitochondrial 	1:Experimental evidence at protein level	0.9996	0.9975	2	2	2	2	2	2	     0	     0	     0	1K(304.2072), N-term(304.2072)			20845.9929	20546.1176	37659.3362	33996.7864	31182.8145	13360.3962	42089.9115	31064.0518	32833.9230	18749.6812	37804.2867	557.0970	864.7657	0.0000	0.0000	0.0000
3950	a	sp|Q8BX10|PGAM5_MOUSE	Q8BX10	PGAM5_MOUSE	Pgam5	288	12.20	Mus musculus (Mouse) OX=10090	Serine/threonine-protein phosphatase PGAM5, mitochondrial 	1:Experimental evidence at protein level	0.9996	0.9947	3	3	3	3	3	3	     0	     0	     0	10K(304.2072), 12K(304.2072), 5K(304.2072), 7K(304.2072), 9K(304.2072)			16907.2690	18039.0496	24710.9961	26336.0894	15105.5125	22683.3994	17454.4058	21430.7334	18613.6357	19227.4487	15663.6301	0.0000	0.0000	0.0000	0.0000	0.0000
3951	a	sp|Q8C4X2|KC1G3_MOUSE	Q8C4X2	KC1G3_MOUSE	Csnk1g3	424	16.50	Mus musculus (Mouse) OX=10090	Casein kinase I isoform gamma-3 	1:Experimental evidence at protein level	0.9996	0.9990	5	1	5	6	1	6	616261	     0	616261	1K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 7C(57.0215), 7K(304.2072)			37012.0599	24201.8329	40875.8949	33213.0706	28432.8033	23329.3345	35543.3630	27268.7656	36287.3867	16627.8817	29196.6679	0.0000	0.0000	0.0000	0.0000	0.0000
3952	a	sp|Q8K021|SCAM1_MOUSE	Q8K021	SCAM1_MOUSE	Scamp1	338	7.10	Mus musculus (Mouse) OX=10090	Secretory carrier-associated membrane protein 1 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	4	4	4	359497	359497	359497	1K(304.2072)			8571.9424	6084.1636	10351.8273	7047.3557	8168.5604	7228.6969	7973.2503	6548.7186	9730.2927	5198.1272	7852.6559	0.0000	0.0000	0.0000	0.0000	0.0000
3953	a	sp|Q8VHK1|CSKI2_MOUSE	Q8VHK1	CSKI2_MOUSE	Caskin2	1201	2.00	Mus musculus (Mouse) OX=10090	Caskin-2 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	692274	692274	692274	3K(304.2072)			10548.7012	5855.4512	11064.3530	8541.2383	7474.0513	8690.2109	9668.4981	8632.3938	9178.5410	7159.7017	6892.8110	868.9585	0.0000	0.0000	0.0000	0.0000
3954	a	sp|Q91YP3|DEOC_MOUSE	Q91YP3	DEOC_MOUSE	Dera	318	6.90	Mus musculus (Mouse) OX=10090	Deoxyribose-phosphate aldolase 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	3	3	3	     0	     0	     0	2C(57.0215), 4K(304.2072), 6K(304.2072)			21828.9963	10979.5513	30553.2644	20742.1499	18406.9670	16670.8306	22877.9404	19199.7673	22382.7078	17312.2429	19226.0781	0.0000	0.0000	0.0000	0.0000	0.0000
3955	a	sp|Q9CRC3|CO040_MOUSE	Q9CRC3	CO040_MOUSE	MGI:1914540	126	27.80	Mus musculus (Mouse) OX=10090	UPF0235 protein C15orf40 homolog 	1:Experimental evidence at protein level	0.9996	0.9978	2	2	2	2	2	2	     0	     0	     0	18K(304.2072), 20K(304.2072), 25K(304.2072), 26K(304.2072), 2K(304.2072), 4K(304.2072), 5K(304.2072)			25476.5068	14187.1177	33093.2383	22987.8955	22446.6235	12506.3569	27039.5957	19280.5693	26532.0488	11487.1582	22628.1045	0.0000	0.0000	0.0000	0.0000	0.0000
3956	a	sp|Q9ERV1|MKRN2_MOUSE	Q9ERV1	MKRN2_MOUSE	Mkrn2	416	4.30	Mus musculus (Mouse) OX=10090	Probable E3 ubiquitin-protein ligase makorin-2 	1:Experimental evidence at protein level	0.9996	0.9985	2	2	2	2	2	2	     0	     0	     0	1K(304.2072)			6497.3585	5614.6479	8583.2388	6857.4360	5546.5784	5585.8197	8157.4794	5151.2361	6974.4512	4084.6862	6097.5210	0.0000	0.0000	0.0000	0.0000	0.0000
3957	a	sp|Q9JM13|RABX5_MOUSE	Q9JM13	RABX5_MOUSE	Rabgef1	491	3.70	Mus musculus (Mouse) OX=10090	Rab5 GDP/GTP exchange factor 	1:Experimental evidence at protein level	0.9996	0.9989	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 5C(57.0215)			1392.2157	1111.7969	1323.8682	1400.5992	760.3830	978.5055	746.0869	849.8858	1168.7297	734.9384	618.0770	0.0000	0.0000	0.0000	0.0000	0.0000
3958	a	sp|Q9QYS9|QKI_MOUSE	Q9QYS9	QKI_MOUSE	Qki	341	16.70	Mus musculus (Mouse) OX=10090	Protein quaking 	1:Experimental evidence at protein level	0.9996	0.9987	2	2	2	2	2	2	     0	     0	     0	17K(304.2072), 23K(304.2072), 2K(304.2072)			5813.0719	4759.6481	7542.8845	6846.6792	5407.2395	6899.3037	6024.9695	6617.7620	6591.9299	5122.2297	3978.7443	0.0000	0.0000	0.0000	0.0000	0.0000
3959	a	sp|Q9WUB6|CLCKB_MOUSE	Q9WUB6	CLCKB_MOUSE	Clcnkb	687	4.90	Mus musculus (Mouse) OX=10090	Chloride channel protein ClC-Kb 	1:Experimental evidence at protein level	0.9996	0.9990	3	1	1	5	1	1	1150984	1150984	1150984	17C(57.0215), 5K(304.2072), 6K(304.2072)			12571.9385	6012.5615	17267.8008	8207.4424	14118.8955	5026.4043	14883.4150	6344.4897	11943.4580	4396.8418	10408.3252	0.0000	0.0000	0.0000	0.0000	0.0000
3960	a	sp|Q9WUB7|CLCKA_MOUSE	Q9WUB7	CLCKA_MOUSE	Clcnka	687	5.10	Mus musculus (Mouse) OX=10090	Chloride channel protein ClC-Ka 	1:Experimental evidence at protein level	0.9996	0.9990	3	1	3	6	2	6	     0	     0	     0	3K(304.2072), N-term(42.0106)			19956.4066	17732.6355	26334.3521	19112.3663	17540.3031	13660.6505	20382.1645	14122.1832	20811.5532	12812.7515	15246.5045	0.0000	0.0000	0.0000	0.0000	0.0000
3961	a	sp|Q9Z0N2|IF2H_MOUSE	Q9Z0N2	IF2H_MOUSE	Eif2s3y	472	10.20	Mus musculus (Mouse) OX=10090	Eukaryotic translation initiation factor 2 subunit 3, Y-linked 	1:Experimental evidence at protein level	0.9996	0.9990	4	2	2	7	2	2	     0	     0	     0	18K(304.2072), 2C(57.0215), 5K(304.2072)			11006.1660	6424.5487	12814.4319	9441.8960	8583.3071	6498.2083	10071.5715	6911.4636	11775.0129	6374.5040	7147.0417	0.0000	0.0000	0.0000	0.0000	0.0000
3962	a	sp|Q9Z2H7|GIPC2_MOUSE	Q9Z2H7	GIPC2_MOUSE	Gipc2	314	9.60	Mus musculus (Mouse) OX=10090	PDZ domain-containing protein GIPC2 	1:Experimental evidence at protein level	0.9996	0.9987	2	2	2	2	2	2	     0	     0	     0	10K(304.2072), 2K(304.2072), 5K(304.2072), N-term(304.2072)			10020.9868	6669.2554	14668.3408	10761.9626	9593.8704	6626.8176	10813.4006	7930.5625	10326.5854	5630.4117	8893.1348	0.0000	0.0000	0.0000	0.0000	0.0000
3963	a	sp|P01806|HVM36_MOUSE	P01806	HVM36_MOUSE	MGI:96492	116	19.00	Mus musculus (Mouse) OX=10090	Ig heavy chain V region 441 	4:Protein predicted	0.9996	0.9977	2	0	2	2	0	2	292026	     0	292026	13K(304.2072), 4K(304.2072)		sp|P01807|HVM37_MOUSE, sp|P01808|HVM38_MOUSE, tr|A0A075B5R5|A0A075B5R5_MOUSE	5305.7698	8680.3667	8092.2610	10545.8784	3507.8166	9566.3073	4147.2752	5697.7265	8967.8126	7945.7632	4603.3849	0.0000	0.0000	0.0000	0.0000	0.0000
3964	a	sp|O35604|NPC1_MOUSE	O35604	NPC1_MOUSE	Npc1	1277	2.60	Mus musculus (Mouse) OX=10090	NPC intracellular cholesterol transporter 1 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	175182	175182	175182	10K(304.2072), 16C(57.0215), 3K(304.2072), 8K(304.2072)			20115.6924	14206.3555	22150.9053	18892.6719	16231.7324	22838.8721	17941.5244	17997.0947	17349.7241	14616.0762	14313.6523	0.0000	0.0000	0.0000	0.0000	0.0000
3965	a	sp|O54941|SMCE1_MOUSE	O54941	SMCE1_MOUSE	Smarce1	411	10.70	Mus musculus (Mouse) OX=10090	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 	1:Experimental evidence at protein level	0.9995	0.9988	2	2	2	2	2	2	     0	     0	     0	1K(304.2072), 26K(304.2072), 3K(304.2072)			6008.0669	5737.1631	7755.8289	6389.9326	5595.2698	10209.6282	6303.2483	5199.5347	7491.7935	6101.2480	5965.1379	0.0000	0.0000	0.0000	0.0000	0.0000
3966	a	sp|O70496|CLCN7_MOUSE	O70496	CLCN7_MOUSE	Clcn7	803	3.50	Mus musculus (Mouse) OX=10090	H(+)/Cl(-) exchange transporter 7 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	3K(304.2072)			10603.3760	7084.6934	12911.7483	11577.4043	9601.5852	8191.2134	10577.9292	9325.5854	11064.7583	6945.7354	9521.3623	0.0000	0.0000	0.0000	0.0000	0.0000
3967	a	sp|O89116|VTI1A_MOUSE	O89116	VTI1A_MOUSE	Vti1a	217	19.40	Mus musculus (Mouse) OX=10090	Vesicle transport through interaction with t-SNAREs homolog 1A 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	14K(304.2072), 3K(304.2072), 8K(304.2072)			15572.9751	12429.4351	23858.1270	15672.8442	14312.3315	10506.1445	17052.5962	13029.5249	17143.6484	10802.1069	13890.0688	441.3284	0.0000	0.0000	0.0000	0.0000
3968	a	sp|P02089|HBB2_MOUSE	P02089	HBB2_MOUSE	Hbb-b2	147	41.50	Mus musculus (Mouse) OX=10090	Hemoglobin subunit beta-2 	1:Experimental evidence at protein level	0.9995	0.9990	16	1	1	85	1	1	2220510	     0	     0	12C(57.0215), 16K(304.2072), 7K(304.2072), N-term(304.2072)			17738.2910	11674.3027	22315.7383	16665.7363	19253.3555	15361.4619	19387.8477	10625.9424	27391.6797	10470.9072	17094.0430	0.0000	1062.1925	0.0000	0.0000	0.0000
3969	a	sp|P03958|ADA_MOUSE	P03958	ADA_MOUSE	Ada	352	10.20	Mus musculus (Mouse) OX=10090	Adenosine deaminase 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	16K(304.2072), 17K(304.2072), 7K(304.2072), N-term(304.2072)			26325.3159	22152.8791	39147.0164	29683.5434	28434.9116	31488.4686	32273.2405	22421.8785	30171.4131	23640.8010	21928.9717	0.0000	1226.7694	0.0000	0.0000	0.0000
3970	a	sp|P14142|GLUT4_MOUSE	P14142	GLUT4_MOUSE	Slc2a4	509	4.50	Mus musculus (Mouse) OX=10090	Solute carrier family 2, facilitated glucose transporter member 4 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0				2152.5300	2823.1823	2736.6431	1972.0792	2457.8967	2405.3525	3318.5773	1691.0513	3640.7050	1149.7100	1473.6144	0.0000	0.0000	0.0000	0.0000	0.0000
3971	a	sp|P47713|PA24A_MOUSE	P47713	PA24A_MOUSE	Pla2g4a	748	3.30	Mus musculus (Mouse) OX=10090	Cytosolic phospholipase A2 	1:Experimental evidence at protein level	0.9995	0.9988	2	2	2	2	2	2	     0	     0	     0	11K(304.2072), 1K(304.2072), 3K(304.2072), 9K(304.2072)			16125.2411	29902.0692	19894.1603	20473.5656	11040.5835	22687.3391	12734.5775	16896.5024	20237.1491	25265.5865	10075.0208	809.9727	0.0000	0.0000	0.0000	0.0000
3972	a	sp|P53564|CUX1_MOUSE	P53564	CUX1_MOUSE	Cux1	1515	2.00	Mus musculus (Mouse) OX=10090	Homeobox protein cut-like 1 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	19K(304.2072), 1K(304.2072), 3K(304.2072), 4K(304.2072), 8K(304.2072)			23834.2134	16869.6958	31388.8628	21060.7388	19467.8892	16078.5239	25333.5112	19348.6909	23303.4507	15118.5908	17467.8594	760.8835	0.0000	0.0000	0.0000	0.0000
3973	a	sp|P97499|TEP1_MOUSE	P97499	TEP1_MOUSE	Tep1	2629	1.00	Mus musculus (Mouse) OX=10090	Telomerase protein component 1 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	 60519	 60519	 60519	14K(304.2072), 2K(304.2072), 3K(304.2072)			7130.1172	5114.9419	7964.4712	5789.0825	4620.6577	4494.9937	4544.0410	5086.8716	5832.4170	4334.2612	4755.4966	0.0000	0.0000	0.0000	0.0000	0.0000
3974	a	sp|Q5EBG8|CA050_MOUSE	Q5EBG8	CA050_MOUSE	MGI:2140466	199	14.60	Mus musculus (Mouse) OX=10090	Uncharacterized protein C1orf50 homolog 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	16K(304.2072), 1K(304.2072)			24201.2021	15728.6587	32155.9004	21435.4736	23219.2842	14257.4966	24990.0967	17100.4819	25064.6738	10946.8091	21871.6621	0.0000	0.0000	0.0000	0.0000	0.0000
3975	a	sp|Q62264|THRSP_MOUSE	Q62264	THRSP_MOUSE	Thrsp	150	16.00	Mus musculus (Mouse) OX=10090	Thyroid hormone-inducible hepatic protein 	1:Experimental evidence at protein level	0.9995	0.9910	3	3	3	4	4	4	1255998	1255998	1255998	1K(304.2072), 6K(304.2072), N-term(42.0106)			26689.0876	30723.9883	44238.8081	64296.8838	46576.2686	20158.5718	31711.3950	27556.9729	46011.8408	11230.4287	37642.6279	0.0000	863.1381	0.0000	0.0000	0.0000
3976	a	sp|Q66JX5|CEP43_MOUSE	Q66JX5	CEP43_MOUSE	Cep43	399	7.30	Mus musculus (Mouse) OX=10090	Centrosomal protein 43 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	12K(304.2072), 1K(304.2072)			5089.7783	4403.0132	6192.1753	4104.5352	5251.6611	4635.2007	4756.9707	3397.6631	5133.0337	4158.8071	4080.1621	0.0000	0.0000	0.0000	0.0000	0.0000
3977	a	sp|Q68ED7|CRTC1_MOUSE	Q68ED7	CRTC1_MOUSE	Crtc1	630	4.00	Mus musculus (Mouse) OX=10090	CREB-regulated transcription coactivator 1 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	5K(304.2072), 7K(304.2072)			12143.0845	8580.8564	15470.8950	12647.2026	11209.1724	8134.4214	13224.0269	10050.6880	12466.6152	8157.1062	9025.7273	0.0000	0.0000	0.0000	0.0000	0.0000
3978	a	sp|Q80UQ2|RASF6_MOUSE	Q80UQ2	RASF6_MOUSE	Rassf6	353	5.70	Mus musculus (Mouse) OX=10090	Ras association domain-containing protein 6 	1:Experimental evidence at protein level	0.9995	0.9987	2	2	2	2	2	2	     0	     0	     0	4K(304.2072), 7K(304.2072)			9678.4192	10834.4297	12086.3887	10230.5698	9211.3657	12786.7573	9014.9099	7116.0696	9567.8357	7782.1089	6420.7904	438.0639	0.0000	0.0000	0.0000	0.0000
3979	a	sp|Q80XC3|US6NL_MOUSE	Q80XC3	US6NL_MOUSE	Usp6nl	819	2.20	Mus musculus (Mouse) OX=10090	USP6 N-terminal-like protein 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	1K(304.2072), 6K(304.2072)			33350.1238	25188.1172	45730.8223	30980.7485	33584.2468	29582.3726	35632.7312	24238.5879	37893.2354	18192.4539	29237.1577	795.2808	0.0000	0.0000	0.0000	0.0000
3980	a	sp|Q80YD6|SRGEF_MOUSE	Q80YD6	SRGEF_MOUSE	Sergef	464	5.80	Mus musculus (Mouse) OX=10090	Secretion-regulating guanine nucleotide exchange factor 	2:Experimental evidence at transcript level	0.9995	0.9983	2	2	2	2	2	2	337650	337650	337650	14K(304.2072), 2C(57.0215)			21260.3164	16768.1660	25520.3555	20407.2344	16110.6709	21920.9512	17805.3789	16221.8174	22835.0996	20587.9766	17931.7988	1174.6042	0.0000	0.0000	0.0000	0.0000
3981	a	sp|Q8BYW1|RHG25_MOUSE	Q8BYW1	RHG25_MOUSE	Arhgap25	648	3.10	Mus musculus (Mouse) OX=10090	Rho GTPase-activating protein 25 	1:Experimental evidence at protein level	0.9995	0.9985	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 4K(304.2072)			9962.7668	8512.4109	11326.6985	9803.8201	8214.8521	11261.1406	10801.9443	9254.0249	10839.9460	8831.4573	7393.9550	0.0000	0.0000	0.0000	0.0000	0.0000
3982	a	sp|Q8C6G8|WDR26_MOUSE	Q8C6G8	WDR26_MOUSE	Wdr26	641	5.00	Mus musculus (Mouse) OX=10090	WD repeat-containing protein 26 	1:Experimental evidence at protein level	0.9995	0.9988	2	2	2	2	2	2	     0	     0	     0	N-term(304.2072)			3597.8913	3047.4452	6296.7861	3912.4923	4218.9417	3958.0760	4487.3492	3185.9434	4416.4374	1921.8506	4112.7939	0.0000	0.0000	0.0000	0.0000	0.0000
3983	a	sp|Q8CAK3|SHFL_MOUSE	Q8CAK3	SHFL_MOUSE	Shfl	290	7.90	Mus musculus (Mouse) OX=10090	Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog 	2:Experimental evidence at transcript level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	1K(304.2072), 9K(304.2072), N-term(42.0106)			8812.3805	11185.4889	12879.3370	10584.2103	6676.4460	11116.0211	8313.1345	8330.2489	10272.6936	11547.6293	5852.1057	0.0000	0.0000	0.0000	0.0000	0.0000
3984	a	sp|Q8CIM8|INT4_MOUSE	Q8CIM8	INT4_MOUSE	Ints4	964	3.80	Mus musculus (Mouse) OX=10090	Integrator complex subunit 4 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	19K(304.2072), 20K(304.2072), 7K(304.2072), 8K(304.2072)			22310.4961	16366.2161	28426.5049	22321.2632	19471.5771	18889.7959	21006.5664	17064.4270	21453.9814	15047.1875	17711.0479	932.4030	0.0000	0.0000	0.0000	0.0000
3985	a	sp|Q8K2Q7|BROX_MOUSE	Q8K2Q7	BROX_MOUSE	Brox	411	7.80	Mus musculus (Mouse) OX=10090	BRO1 domain-containing protein BROX 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	12K(304.2072), 13C(57.0215), 13K(304.2072), 1K(304.2072), 4K(304.2072), 7K(304.2072)			27610.4404	30083.8809	38708.4883	32883.4961	25721.2178	35585.9766	28769.4775	27721.5947	28689.7588	28704.1084	24616.9248	605.9720	586.0719	0.0000	0.0000	0.0000
3986	a	sp|Q91W18|TDRD3_MOUSE	Q91W18	TDRD3_MOUSE	Tdrd3	743	6.20	Mus musculus (Mouse) OX=10090	Tudor domain-containing protein 3 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	18K(304.2072), 26K(304.2072), 3K(304.2072), 5K(304.2072), 9K(304.2072)			25828.8516	20136.8740	33464.8242	25489.0791	22604.9180	22687.9941	26354.7451	19394.7969	26788.8770	17643.8916	20312.6641	297.0830	354.2932	0.0000	0.0000	0.0000
3987	a	sp|Q9CQJ6|DENR_MOUSE	Q9CQJ6	DENR_MOUSE	Denr	198	16.20	Mus musculus (Mouse) OX=10090	Density-regulated protein 	1:Experimental evidence at protein level	0.9995	0.9989	2	2	2	2	2	2	     0	     0	     0	14C(57.0215), 22K(304.2072), 23C(57.0215), 2K(304.2072), 3K(304.2072), 4C(57.0215), 4K(304.2072), 7C(57.0215)			24401.2996	18675.5476	34120.5411	27330.9590	23951.3549	18921.5405	27359.8645	23086.2498	23828.5930	16125.7029	21575.8185	0.0000	586.9295	0.0000	0.0000	0.0000
3988	a	sp|Q9CRT8|XPOT_MOUSE	Q9CRT8	XPOT_MOUSE	Xpot	963	2.60	Mus musculus (Mouse) OX=10090	Exportin-T 	1:Experimental evidence at protein level	0.9995	0.9942	3	3	3	3	3	3	     0	     0	     0	1K(304.2072), 4K(304.2072), 5K(304.2072)			6845.7454	5443.8435	8213.9718	6780.4263	5624.4343	6879.2859	6324.1099	5580.9272	7225.5992	5459.1660	5016.2372	0.0000	0.0000	0.0000	0.0000	0.0000
3989	a	sp|Q9CYI4|LUC7L_MOUSE	Q9CYI4	LUC7L_MOUSE	Luc7l	371	5.90	Mus musculus (Mouse) OX=10090	Putative RNA-binding protein Luc7-like 1 	1:Experimental evidence at protein level	0.9995	0.9978	2	2	2	2	2	2	     0	     0	     0	2K(304.2072), 6C(57.0215), 8K(304.2072)			14091.0908	10839.9236	15875.9507	13945.1055	11575.3862	9115.0322	11356.4995	9809.1074	12874.9009	9025.0378	9908.0806	271.9238	0.0000	0.0000	0.0000	0.0000
3990	a	sp|Q9D6W8|BORC6_MOUSE	Q9D6W8	BORC6_MOUSE	Borcs6	360	5.30	Mus musculus (Mouse) OX=10090	BLOC-1-related complex subunit 6 	1:Experimental evidence at protein level	0.9995	0.9983	2	2	2	2	2	2	110603	110603	110603	4K(304.2072)			7017.2268	5405.6864	9416.4963	5431.7585	5898.0518	6023.6448	5626.5566	4980.0643	6339.7839	4372.7125	4749.5065	0.0000	0.0000	0.0000	0.0000	0.0000
3991	a	sp|Q9EQK7|ICMT_MOUSE	Q9EQK7	ICMT_MOUSE	Icmt	283	13.80	Mus musculus (Mouse) OX=10090	Protein-S-isoprenylcysteine O-methyltransferase 	2:Experimental evidence at transcript level	0.9995	0.9990	2	2	2	3	3	3	     0	     0	     0	12K(304.2072), 22K(304.2072), 23K(304.2072), 9K(304.2072)			46711.8481	34073.2383	64785.7461	46740.6924	40363.8760	27796.0679	52007.4038	35118.6970	52698.0112	30062.0430	41613.4609	982.7255	0.0000	0.0000	0.0000	0.0000
3992	a	sp|Q9JK23|PSMG1_MOUSE	Q9JK23	PSMG1_MOUSE	Psmg1	289	9.30	Mus musculus (Mouse) OX=10090	Proteasome assembly chaperone 1 	1:Experimental evidence at protein level	0.9995	0.9974	2	2	2	2	2	2	457343	457343	457343	10K(304.2072), 13C(57.0215), 7K(304.2072), N-term(42.0106)			8224.4697	5688.0000	10126.2593	7595.7122	6967.8008	5799.3037	6777.2271	7131.7188	7690.7991	6250.5442	6707.2012	0.0000	0.0000	0.0000	0.0000	0.0000
3993	a	sp|Q9Z2L6|MINP1_MOUSE	Q9Z2L6	MINP1_MOUSE	Minpp1	481	4.00	Mus musculus (Mouse) OX=10090	Multiple inositol polyphosphate phosphatase 1 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	5K(304.2072)			9564.7825	8601.8875	13027.8777	9069.1128	8246.9476	8811.5132	9299.0977	8881.6691	10601.8848	7539.5530	8084.0945	0.0000	0.0000	0.0000	0.0000	0.0000
3994	a	tr|E9PZP8|E9PZP8_MOUSE	E9PZP8	E9PZP8_MOUSE	Herc1	4859	0.60	Mus musculus (Mouse) OX=10090	HECT and RLD domain-containing E3 ubiquitin protein ligase family member 1 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	10K(304.2072), 9K(304.2072)			15676.5332	10516.0728	18820.2808	14778.5322	13913.0410	13522.6199	12835.0369	13038.7893	13978.8713	10268.0615	11987.0688	0.0000	346.2219	0.0000	0.0000	0.0000
3995	a	sp|P62069|UBP46_MOUSE	P62069	UBP46_MOUSE	Usp46	366	5.50	Mus musculus (Mouse) OX=10090	Ubiquitin carboxyl-terminal hydrolase 46 	1:Experimental evidence at protein level	0.9995	0.9990	2	1	2	2	1	2	     0	     0	     0	3K(304.2072)			7681.3331	6139.8841	10715.2949	8111.3362	8313.0259	5687.3314	7955.5376	6121.8110	8555.8514	3955.5374	6556.1638	0.0000	0.0000	0.0000	0.0000	0.0000
3996	a	sp|Q9D8B3|CHM4B_MOUSE	Q9D8B3	CHM4B_MOUSE	Chmp4b	224	12.10	Mus musculus (Mouse) OX=10090	Charged multivesicular body protein 4b 	1:Experimental evidence at protein level	0.9995	0.9990	2	1	2	5	4	5	244396	244396	244396	3K(304.2072), 7K(304.2072)			35924.3779	31098.1292	46315.6040	36256.7556	30166.1375	33508.3372	36913.1140	32489.5583	39237.4995	27002.8508	29365.8105	0.0000	0.0000	0.0000	0.0000	0.0000
3997	a	sp|O08800|SPB8_MOUSE	O08800	SPB8_MOUSE	Serpinb8	374	12.00	Mus musculus (Mouse) OX=10090	Serpin B8 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	3	3	3	     0	     0	     0	17K(304.2072), 22K(304.2072), 24K(304.2072), N-term(42.0106)			10690.1785	8006.3372	14272.6750	9213.7343	7418.4017	8723.1367	8606.0391	7256.1688	10806.4325	8788.6562	6591.4615	0.0000	0.0000	0.0000	0.0000	0.0000
3998	a	sp|O35943|FRDA_MOUSE	O35943	FRDA_MOUSE	Fxn	207	18.40	Mus musculus (Mouse) OX=10090	Frataxin, mitochondrial 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	3	3	3	     0	     0	     0	20K(304.2072), 4K(304.2072), 9K(304.2072), N-term(304.2072)			21586.2371	14462.8655	26737.5637	20785.7333	21970.6819	12821.1281	21952.3256	17469.9113	24411.0060	12528.1104	20766.1826	0.0000	359.7342	0.0000	0.0000	0.0000
3999	a	sp|O35955|PSB10_MOUSE	O35955	PSB10_MOUSE	Psmb10	273	7.30	Mus musculus (Mouse) OX=10090	Proteasome subunit beta type-10 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	3	3	3	     0	     0	     0	N-term(304.2072)			23441.0037	29949.3879	34338.6846	36038.6328	18854.3396	29456.2576	21393.6177	31655.8477	27498.5691	31162.7070	20093.6348	849.1032	0.0000	0.0000	0.0000	0.0000
4000	a	sp|O88665|BRD7_MOUSE	O88665	BRD7_MOUSE	Brd7	651	4.50	Mus musculus (Mouse) OX=10090	Bromodomain-containing protein 7 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	 48872	 48872	 48872	6K(304.2072), 8K(304.2072)			12681.2466	8958.3308	15409.0586	11071.7329	10686.0552	10239.4561	11589.8486	9451.1531	12672.7920	7999.9395	9084.4402	0.0000	0.0000	0.0000	0.0000	0.0000
4001	a	sp|Q3TIR3|RIC8A_MOUSE	Q3TIR3	RIC8A_MOUSE	Ric8a	530	3.40	Mus musculus (Mouse) OX=10090	Synembryn-A 	1:Experimental evidence at protein level	0.9994	0.9988	2	2	2	2	2	2	     0	     0	     0				6497.9211	3613.0031	6768.4055	6750.6184	5871.0548	4865.0084	6439.9436	4242.3860	6520.7085	2911.0286	5112.8932	0.0000	0.0000	0.0000	0.0000	0.0000
